ID,HUNT_YEAR,MU,GBPU_ID,GBPU_NAME,KILL_CODE,SEX,AGE_CLASS,SPATIAL
1,1977,740,3,Finlay-Ospika,Hunter Kill,M,NA,yes
2,1977,201,43,North Cascades,Hunter Kill,M,5-9,yes
3,1977,719,6,Hart,Hunter Kill,F,NA,no
4,1977,514,48,N/A - extirpated,Hunter Kill,M,0-2,yes
5,1977,314,43,North Cascades,Hunter Kill,M,5-9,yes
6,1977,805,43,North Cascades,Hunter Kill,M,3-4,yes
7,1978,421,29,South Rockies,Hunter Kill,M,3-4,yes
8,1978,721,6,Hart,Hunter Kill,F,0-2,yes
9,1978,722,6,Hart,Hunter Kill,U,NA,yes
10,1978,722,6,Hart,Hunter Kill,M,10-14,yes
11,1978,722,6,Hart,Hunter Kill,F,5-9,yes
12,1978,722,6,Hart,Hunter Kill,F,5-9,yes
13,1978,721,6,Hart,Hunter Kill,M,NA,yes
14,1978,721,6,Hart,Hunter Kill,M,0-2,yes
15,1978,719,6,Hart,Hunter Kill,M,5-9,yes
16,1978,720,6,Hart,Hunter Kill,M,3-4,yes
17,1978,720,6,Hart,Hunter Kill,M,3-4,yes
18,1979,722,6,Hart,Hunter Kill,M,3-4,yes
19,1979,722,6,Hart,Hunter Kill,M,3-4,yes
20,1977,750,1,Rocky,Hunter Kill,M,NA,yes
21,1977,756,51,Taiga,Hunter Kill,M,NA,yes
22,1977,702,10,Robson,Animal Control,M,NA,yes
23,1978,704,10,Robson,Hunter Kill,M,15+,yes
24,1979,704,10,Robson,Pick Up (pre-2004)*,U,15+,yes
25,1980,702,10,Robson,Hunter Kill,F,5-9,yes
26,1980,703,10,Robson,Hunter Kill,M,3-4,yes
27,1980,703,10,Robson,Hunter Kill,M,3-4,yes
28,1980,703,10,Robson,Hunter Kill,M,3-4,yes
29,1980,703,10,Robson,Hunter Kill,M,10-14,yes
30,1980,703,10,Robson,Hunter Kill,M,3-4,yes
31,1978,703,10,Robson,Hunter Kill,M,NA,yes
32,1980,717,7,Parsnip,Hunter Kill,F,10-14,yes
33,1980,703,10,Robson,Hunter Kill,M,10-14,yes
34,1981,702,10,Robson,Hunter Kill,M,10-14,yes
35,1981,702,10,Robson,Hunter Kill,M,5-9,yes
36,1977,728,5,Omineca,Hunter Kill,M,5-9,yes
37,1977,728,5,Omineca,Hunter Kill,F,5-9,yes
38,1977,728,5,Omineca,Hunter Kill,F,0-2,yes
39,1977,728,5,Omineca,Hunter Kill,M,5-9,yes
40,1977,725,64,Nation,Hunter Kill,U,NA,yes
41,1978,712,68,Nulki,Hunter Kill,M,10-14,yes
42,1977,752,55,Muskwa,Hunter Kill,M,15+,yes
43,1977,618,59,Upper Skeena-Nass,Hunter Kill,M,3-4,yes
44,1977,616,62,Stewart,Hunter Kill,F,NA,no
45,1978,616,62,Stewart,Hunter Kill,M,NA,yes
46,1978,616,62,Stewart,Hunter Kill,F,5-9,no
47,1978,616,62,Stewart,Hunter Kill,M,3-4,no
48,1978,609,65,Bulkley-Lakes,Hunter Kill,M,10-14,yes
49,1978,617,59,Upper Skeena-Nass,Hunter Kill,M,5-9,yes
50,1978,607,61,Babine,Hunter Kill,M,15+,yes
51,1977,627,84,Tatshenshini,Hunter Kill,M,15+,yes
52,1977,627,84,Tatshenshini,Hunter Kill,M,5-9,yes
53,1977,626,54,Taku,Hunter Kill,M,15+,yes
54,1977,626,54,Taku,Hunter Kill,M,5-9,yes
55,1977,626,54,Taku,Hunter Kill,M,NA,yes
56,1977,627,84,Tatshenshini,Hunter Kill,F,3-4,yes
57,1977,604,70,Bulkley-Lakes or Francois,Hunter Kill,M,3-4,no
58,1978,604,70,Francois,Hunter Kill,M,NA,yes
59,1978,604,70,Francois,Hunter Kill,M,0-2,yes
60,1978,622,54,Taku,Hunter Kill,M,NA,yes
61,1978,625,73,Cassiar,Hunter Kill,M,10-14,yes
62,1978,626,54,Taku,Hunter Kill,F,3-4,yes
63,1978,617,59,Upper Skeena-Nass,Hunter Kill,M,10-14,yes
64,1978,616,62,Stewart,Animal Control,M,NA,no
65,1979,630,63,Cranberry,Hunter Kill,M,5-9,yes
66,1979,608,61,Babine,Animal Control,F,10-14,yes
67,1979,608,61,Babine,Animal Control,F,3-4,yes
68,1979,608,61,Babine,Animal Control,F,3-4,yes
69,1979,752,55,Muskwa,Hunter Kill,M,5-9,yes
70,1980,630,63,Cranberry,Hunter Kill,M,15+,yes
71,1980,608,61,Babine,Animal Control,M,0-2,yes
72,1980,608,61,Babine,Animal Control,M,0-2,yes
73,1980,608,61,Babine,Animal Control,F,0-2,yes
74,1977,610,67,North Coast,Hunter Kill,M,NA,yes
75,1977,610,67,North Coast,Hunter Kill,M,NA,yes
76,1978,610,67,North Coast,Hunter Kill,M,5-9,yes
77,1978,603,65,Bulkley-Lakes,Hunter Kill,M,3-4,yes
78,1978,614,66,Khutzeymateen,Hunter Kill,F,3-4,yes
79,1980,614,66,Khutzeymateen,Hunter Kill,M,10-14,yes
80,1980,617,59,Upper Skeena-Nass,Hunter Kill,F,NA,yes
81,1978,603,15,Kitlope-Fiordland,Hunter Kill,M,15+,yes
82,1977,739,3,Finlay-Ospika,Hunter Kill,F,10-14,yes
83,1977,609,65,Bulkley-Lakes,Hunter Kill,M,NA,yes
84,1977,620,56,Spatsizi,Hunter Kill,M,10-14,yes
85,1977,603,65,Bulkley-Lakes,Hunter Kill,F,NA,yes
86,1980,609,65,Bulkley-Lakes,Hunter Kill,M,NA,yes
87,1981,610,67,North Coast,Pick Up (pre-2004)*,U,5-9,yes
88,1984,603,15,Kitlope-Fiordland,Hunter Kill,M,10-14,yes
89,1984,603,65,Bulkley-Lakes,Hunter Kill,M,3-4,yes
90,1984,611,67,North Coast,Hunter Kill,M,5-9,yes
91,1977,752,55,Muskwa,Hunter Kill,M,3-4,yes
92,1977,707,10,Robson,Hunter Kill,F,3-4,yes
93,1977,512,11,Blackwater-West Chilcotin,Animal Control,M,3-4,yes
94,1977,608,61,Babine,Hunter Kill,M,3-4,yes
95,1977,739,3,Finlay-Ospika,Hunter Kill,M,0-2,yes
96,1977,508,20,Kwatna-Owikeno,Hunter Kill,M,15+,yes
97,1977,508,20,Kwatna-Owikeno,Hunter Kill,F,3-4,yes
98,1977,509,69,Tweedsmuir,Hunter Kill,F,10-14,yes
99,1978,508,69,Tweedsmuir,Hunter Kill,F,3-4,yes
100,1978,508,20,Kwatna-Owikeno,Hunter Kill,M,3-4,yes
101,1978,508,20,Kwatna-Owikeno,Hunter Kill,F,3-4,yes
102,1978,508,20,Kwatna-Owikeno,Hunter Kill,U,3-4,yes
103,1978,509,69,Tweedsmuir,Hunter Kill,M,10-14,yes
104,1978,508,20,Kwatna-Owikeno,Hunter Kill,M,3-4,yes
105,1979,508,69,Tweedsmuir,Animal Control,M,3-4,yes
106,1979,508,20,Kwatna-Owikeno,Hunter Kill,M,5-9,yes
107,1979,508,20,Kwatna-Owikeno,Hunter Kill,F,5-9,yes
108,1979,614,66,Khutzeymateen,Hunter Kill,F,15+,yes
109,1979,507,20,Kwatna-Owikeno,Hunter Kill,M,NA,yes
110,1979,507,20,Kwatna-Owikeno,Hunter Kill,F,NA,yes
111,1979,508,69,Tweedsmuir,Hunter Kill,M,10-14,yes
112,1979,508,69,Tweedsmuir,Hunter Kill,F,NA,yes
113,1980,508,69,Tweedsmuir,Hunter Kill,M,3-4,yes
114,1979,515,16,Wells Gray,Hunter Kill,M,3-4,yes
115,1979,427,26,North Purcells,Hunter Kill,F,5-9,yes
116,1979,515,16,Wells Gray,Hunter Kill,M,0-2,yes
117,1977,708,68,Nulki,Hunter Kill,M,15+,yes
118,1977,707,10,Robson,Hunter Kill,M,15+,yes
119,1978,708,68,Nulki,Hunter Kill,M,3-4,yes
120,1979,707,10,Robson,Hunter Kill,F,5-9,yes
121,1979,718,7,Parsnip,Hunter Kill,F,5-9,yes
122,1978,706,10,Robson,Hunter Kill,F,10-14,yes
123,1981,706,10,Robson,Hunter Kill,M,10-14,yes
124,1978,427,26,North Purcells,Hunter Kill,M,10-14,yes
125,1978,416,41,Valhalla,Hunter Kill,F,3-4,yes
126,1978,430,74,Central Selkirk,Hunter Kill,F,15+,yes
127,1979,439,14,Columbia-Shuswap,Hunter Kill,M,NA,yes
128,1980,428,26,North Purcells,Hunter Kill,M,10-14,yes
129,1980,418,74,Central Selkirk,Hunter Kill,M,NA,yes
130,1980,418,74,Central Selkirk,Hunter Kill,M,10-14,yes
131,1981,428,26,North Purcells,Hunter Kill,M,5-9,yes
132,1981,428,26,North Purcells,Hunter Kill,F,5-9,yes
133,1981,429,26,North Purcells,Hunter Kill,M,3-4,yes
134,1981,438,18,North Selkirk,Hunter Kill,F,5-9,yes
135,1981,439,14,Columbia-Shuswap,Hunter Kill,M,NA,yes
136,1981,430,74,Central Selkirk,Animal Control,M,NA,yes
137,1978,404,45,Yahk,Animal Control,M,3-4,yes
138,1978,401,35,Flathead,Hunter Kill,M,10-14,yes
139,1978,422,29,South Rockies,Hunter Kill,M,3-4,yes
140,1978,406,31,Central Purcells,Hunter Kill,F,NA,yes
141,1978,407,46,South Selkirk,Hunter Kill,M,NA,yes
142,1978,406,31,Central Purcells,Hunter Kill,M,NA,yes
143,1978,404,45,Yahk,Hunter Kill,M,NA,yes
144,1979,406,31,Central Purcells,Hunter Kill,M,3-4,yes
145,1979,419,31,Central Purcells,Hunter Kill,M,NA,yes
146,1979,406,31,Central Purcells,Hunter Kill,M,5-9,yes
147,1979,406,31,Central Purcells,Hunter Kill,F,3-4,yes
148,1979,406,31,Central Purcells,Hunter Kill,F,0-2,yes
149,1979,407,46,South Selkirk,Hunter Kill,F,NA,yes
150,1979,406,31,Central Purcells,Animal Control,M,5-9,yes
151,1981,406,31,Central Purcells,Hunter Kill,F,5-9,yes
152,1981,428,26,North Purcells,Hunter Kill,M,5-9,yes
153,1978,423,29,South Rockies,Hunter Kill,M,3-4,yes
154,1978,401,35,Flathead,Hunter Kill,M,NA,yes
155,1978,423,29,South Rockies,Hunter Kill,F,3-4,yes
156,1978,401,35,Flathead,Hunter Kill,M,NA,yes
157,1978,423,29,South Rockies,Hunter Kill,M,3-4,yes
158,1978,423,29,South Rockies,Hunter Kill,M,15+,yes
159,1978,423,29,South Rockies,Hunter Kill,F,5-9,yes
160,1979,435,23,Rockies Park Ranges,Pick Up (pre-2004)*,M,15+,yes
161,1979,437,18,North Selkirk,Hunter Kill,M,5-9,yes
162,1979,436,17,Central Rockies,Hunter Kill,F,3-4,yes
163,1979,436,17,Central Rockies,Hunter Kill,M,5-9,yes
164,1979,438,18,North Selkirk,Hunter Kill,F,10-14,yes
165,1980,434,24,Spillamacheen,Hunter Kill,F,NA,yes
166,1978,437,18,North Selkirk,Hunter Kill,M,5-9,yes
167,1978,437,18,North Selkirk,Hunter Kill,M,5-9,yes
168,1978,435,23,Rockies Park Ranges,Hunter Kill,F,3-4,yes
169,1978,815,42,Kettle-Granby,Hunter Kill,F,15+,yes
170,1978,815,48,N/A - extirpated,Hunter Kill,F,0-2,yes
171,1979,815,42,Kettle-Granby,Hunter Kill,F,3-4,yes
172,1978,435,23,Rockies Park Ranges,Hunter Kill,M,NA,yes
173,1978,426,31,Central Purcells,Hunter Kill,M,NA,yes
174,1978,425,23,Rockies Park Ranges,Animal Control,M,NA,yes
175,1979,434,24,Spillamacheen,Hunter Kill,F,NA,yes
176,1980,425,23,Rockies Park Ranges,Hunter Kill,M,15+,yes
177,1978,420,31,Central Purcells,Hunter Kill,F,3-4,yes
178,1978,420,31,Central Purcells,Hunter Kill,M,NA,no
179,1978,401,35,Flathead,Hunter Kill,M,5-9,yes
180,1978,434,24,Spillamacheen,Hunter Kill,M,15+,yes
181,1978,424,29,South Rockies,Hunter Kill,M,3-4,yes
182,1979,426,31,Central Purcells,Hunter Kill,M,5-9,yes
183,1979,424,29,South Rockies,Hunter Kill,M,NA,yes
184,1979,420,31,Central Purcells,Hunter Kill,F,5-9,yes
185,1978,417,74,Central Selkirk,Hunter Kill,M,NA,yes
186,1978,417,74,Central Selkirk,Hunter Kill,M,NA,yes
187,1980,415,41,Valhalla,Hunter Kill,M,3-4,yes
188,1980,414,42,Kettle-Granby,Hunter Kill,M,3-4,yes
189,1980,432,38,Central Monashee,Hunter Kill,M,3-4,yes
190,1978,433,26,North Purcells,Hunter Kill,F,15+,no
191,1978,439,14,Columbia-Shuswap,Hunter Kill,F,15+,no
192,1978,432,38,Central Monashee,Hunter Kill,M,5-9,no
193,1978,423,29,South Rockies,Hunter Kill,M,NA,yes
194,1978,426,31,Central Purcells,Hunter Kill,M,NA,yes
195,1979,418,74,Central Selkirk,Hunter Kill,F,5-9,yes
196,1983,418,74,Central Selkirk,Hunter Kill,M,5-9,yes
197,1983,430,74,Central Selkirk,Hunter Kill,F,5-9,yes
198,1983,427,26,North Purcells,Hunter Kill,F,3-4,yes
199,1983,430,74,Central Selkirk,Hunter Kill,F,5-9,yes
200,1983,418,74,Central Selkirk,Hunter Kill,F,5-9,yes
201,1984,427,26,North Purcells,Hunter Kill,M,15+,yes
202,1984,418,74,Central Selkirk,Animal Control,F,NA,yes
203,1985,438,18,North Selkirk,Pick Up (pre-2004)*,M,15+,yes
204,1985,438,18,North Selkirk,Pick Up (pre-2004)*,M,5-9,yes
205,1977,721,6,Hart,Hunter Kill,F,NA,yes
206,1978,427,26,North Purcells,Hunter Kill,M,5-9,yes
207,1978,427,26,North Purcells,Hunter Kill,M,5-9,yes
208,1978,344,16,Wells Gray,Hunter Kill,M,15+,yes
209,1979,428,26,North Purcells,Hunter Kill,M,5-9,yes
210,1979,702,10,Robson,Hunter Kill,M,5-9,yes
211,1979,614,66,Khutzeymateen,Hunter Kill,M,10-14,yes
212,1977,316,40,Stein-Nahatlatch,Hunter Kill,M,NA,yes
213,1978,438,18,North Selkirk,Hunter Kill,M,3-4,yes
214,1979,434,24,Spillamacheen,Hunter Kill,F,10-14,yes
215,1977,751,55,Muskwa,Hunter Kill,M,NA,no
216,1977,740,3,Finlay-Ospika,Hunter Kill,F,15+,yes
217,1977,215,32,Knight-Bute,Animal Control,M,15+,yes
218,1977,611,67,North Coast,Hunter Kill,M,NA,no
219,1978,428,26,North Purcells,Hunter Kill,M,3-4,yes
220,1978,433,26,North Purcells,Hunter Kill,M,5-9,yes
221,1979,623,73,Cassiar,Hunter Kill,F,5-9,yes
222,1979,507,20,Kwatna-Owikeno,Hunter Kill,M,3-4,yes
223,1981,115,32,Knight-Bute,Hunter Kill,M,15+,yes
224,1977,213,37,Toba-Bute,Hunter Kill,F,NA,yes
225,1977,213,37,Toba-Bute,Hunter Kill,M,NA,no
226,1977,738,5,Omineca,Hunter Kill,M,5-9,yes
227,1978,114,27,Kingcome-Wakeman,Hunter Kill,M,0-2,yes
228,1981,507,20,Kwatna-Owikeno,Hunter Kill,F,5-9,yes
229,1977,752,55,Muskwa,Hunter Kill,M,NA,yes
230,1977,623,73,Cassiar,Hunter Kill,M,NA,yes
231,1977,626,54,Taku,Hunter Kill,F,NA,yes
232,1977,626,54,Taku,Hunter Kill,F,3-4,yes
233,1977,604,65,Bulkley-Lakes,Hunter Kill,M,3-4,yes
234,1977,711,68,Nulki,Hunter Kill,F,0-2,yes
235,1977,616,62,Stewart,Hunter Kill,M,NA,yes
236,1977,750,1,Rocky,Hunter Kill,M,5-9,yes
237,1977,602,69,Tweedsmuir,Hunter Kill,F,10-14,yes
238,1977,602,69,Tweedsmuir,Hunter Kill,M,0-2,yes
239,1977,706,10,Robson,Hunter Kill,F,5-9,yes
240,1977,714,64,Nation,Hunter Kill,M,NA,yes
241,1977,706,10,Robson,Hunter Kill,M,NA,yes
242,1977,708,68,Nulki,Hunter Kill,M,3-4,yes
243,1977,741,3,Finlay-Ospika,Hunter Kill,M,NA,yes
244,1977,740,3,Finlay-Ospika,Hunter Kill,F,NA,yes
245,1977,740,3,Finlay-Ospika,Hunter Kill,F,NA,yes
246,1977,751,55,Muskwa,Hunter Kill,M,5-9,yes
247,1979,626,54,Taku,Hunter Kill,M,0-2,yes
248,1977,752,55,Muskwa,Hunter Kill,F,3-4,yes
249,1977,619,56,Spatsizi,Hunter Kill,F,3-4,yes
250,1977,619,56,Spatsizi,Hunter Kill,F,NA,yes
251,1977,623,73,Cassiar,Hunter Kill,M,5-9,no
252,1977,622,54,Taku,Hunter Kill,M,15+,yes
253,1977,751,55,Muskwa,Hunter Kill,M,10-14,no
254,1977,751,55,Muskwa,Hunter Kill,M,15+,no
255,1977,625,73,Cassiar,Hunter Kill,M,5-9,yes
256,1977,623,73,Cassiar,Hunter Kill,M,15+,yes
257,1977,619,56,Spatsizi,Hunter Kill,M,3-4,yes
258,1977,619,56,Spatsizi,Hunter Kill,F,3-4,yes
259,1977,752,55,Muskwa,Hunter Kill,M,0-2,no
260,1977,622,54,Taku,Hunter Kill,M,3-4,no
261,1977,619,56,Spatsizi,Hunter Kill,M,5-9,no
262,1977,619,56,Spatsizi,Hunter Kill,F,5-9,no
263,1977,751,55,Muskwa,Hunter Kill,M,0-2,yes
264,1977,736,1,Rocky,Hunter Kill,M,0-2,yes
265,1977,736,1,Rocky,Hunter Kill,F,5-9,yes
266,1977,750,1,Rocky,Hunter Kill,F,5-9,yes
267,1977,750,1,Rocky,Hunter Kill,M,NA,yes
268,1977,752,55,Muskwa,Hunter Kill,F,5-9,no
269,1977,740,3,Finlay-Ospika,Hunter Kill,F,0-2,yes
270,1977,740,3,Finlay-Ospika,Hunter Kill,F,5-9,yes
271,1977,748,2,Alta,Hunter Kill,M,NA,yes
272,1978,429,26,North Purcells,Hunter Kill,M,NA,yes
273,1978,751,55,Muskwa,Hunter Kill,M,10-14,yes
274,1978,333,36,South Chilcotin Ranges,Hunter Kill,F,15+,yes
275,1977,618,59,Upper Skeena-Nass,Hunter Kill,F,10-14,yes
276,1977,618,59,Upper Skeena-Nass,Hunter Kill,M,NA,yes
277,1977,704,10,Robson,Hunter Kill,M,NA,yes
278,1977,727,5,Omineca,Hunter Kill,M,NA,yes
279,1977,740,3,Finlay-Ospika,Hunter Kill,F,5-9,yes
280,1977,618,59,Upper Skeena-Nass,Hunter Kill,M,NA,yes
281,1977,718,7,Parsnip,Hunter Kill,F,10-14,yes
282,1977,727,5,Omineca,Hunter Kill,M,NA,yes
283,1979,731,82,Moberly,Hunter Kill,F,10-14,no
284,1979,746,51,Taiga,Hunter Kill,F,5-9,yes
285,1979,750,1,Rocky,Hunter Kill,M,NA,yes
286,1980,720,6,Hart,Hunter Kill,M,3-4,no
287,1980,743,1,Rocky,Hunter Kill,M,5-9,no
288,1980,719,6,Hart,Hunter Kill,M,5-9,no
289,1980,742,1,Rocky,Hunter Kill,M,10-14,yes
290,1980,745,2,Alta,Hunter Kill,M,5-9,yes
291,1980,752,55,Muskwa,Hunter Kill,M,3-4,yes
292,1980,752,55,Muskwa,Hunter Kill,M,3-4,yes
293,1980,721,6,Hart,Hunter Kill,M,3-4,yes
294,1980,750,1,Rocky,Hunter Kill,M,10-14,yes
295,1980,705,10,Robson,Hunter Kill,M,0-2,yes
296,1980,735,1,Rocky,Hunter Kill,M,5-9,yes
297,1980,726,64,Nation,Hunter Kill,F,5-9,yes
298,1980,718,7,Parsnip,Hunter Kill,F,3-4,yes
299,1980,745,2,Alta,Hunter Kill,M,10-14,yes
300,1980,721,6,Hart,Hunter Kill,F,3-4,yes
301,1980,743,1,Rocky,Hunter Kill,M,NA,yes
302,1980,737,3,Finlay-Ospika,Hunter Kill,F,0-2,yes
303,1980,742,1,Rocky,Hunter Kill,M,15+,yes
304,1980,741,3,Finlay-Ospika,Hunter Kill,M,10-14,yes
305,1979,900,NA,Fix,Hunter Kill,U,NA,no
306,1979,731,82,Moberly,Hunter Kill,M,NA,yes
307,1980,740,3,Finlay-Ospika,Hunter Kill,U,5-9,yes
308,1980,750,1,Rocky,Hunter Kill,M,NA,yes
309,1979,722,6,Hart,Hunter Kill,F,3-4,yes
310,1979,721,6,Hart,Hunter Kill,M,3-4,yes
311,1979,721,6,Hart,Hunter Kill,M,3-4,yes
312,1979,719,6,Hart,Hunter Kill,F,3-4,yes
313,1979,719,6,Hart,Hunter Kill,M,3-4,yes
314,1980,720,6,Hart,Hunter Kill,F,3-4,yes
315,1980,721,6,Hart,Hunter Kill,M,0-2,yes
316,1980,722,6,Hart,Hunter Kill,M,5-9,yes
317,1980,722,6,Hart,Hunter Kill,F,NA,yes
318,1980,721,6,Hart,Hunter Kill,M,NA,yes
319,1981,721,6,Hart,Hunter Kill,F,5-9,yes
320,1981,731,82,Moberly,Hunter Kill,M,3-4,yes
321,1981,720,6,Hart,Hunter Kill,F,3-4,yes
322,1981,731,82,Moberly,Hunter Kill,F,3-4,yes
323,1981,732,47,N/A - extirpated,Hunter Kill,F,3-4,yes
324,1982,719,6,Hart,Hunter Kill,M,3-4,yes
325,1982,721,6,Hart,Hunter Kill,M,10-14,yes
326,1979,736,1,Rocky,Hunter Kill,M,3-4,yes
327,1979,735,1,Rocky,Hunter Kill,F,5-9,yes
328,1979,741,3,Finlay-Ospika,Hunter Kill,F,15+,yes
329,1979,721,6,Hart,Hunter Kill,M,3-4,no
330,1979,752,55,Muskwa,Hunter Kill,F,3-4,yes
331,1979,731,82,Moberly,Hunter Kill,M,5-9,yes
332,1978,619,56,Spatsizi,Hunter Kill,M,15+,no
333,1981,620,56,Spatsizi,Hunter Kill,M,5-9,yes
334,1981,724,64,Nation,Hunter Kill,M,5-9,yes
335,1981,724,64,Nation,Hunter Kill,M,NA,yes
336,1981,620,56,Spatsizi,Hunter Kill,F,0-2,yes
337,1981,620,56,Spatsizi,Hunter Kill,M,5-9,yes
338,1981,741,3,Finlay-Ospika,Hunter Kill,F,3-4,yes
339,1978,721,6,Hart,Hunter Kill,F,5-9,yes
340,1978,731,82,Moberly,Hunter Kill,M,10-14,yes
341,1977,719,6,Hart,Hunter Kill,M,3-4,yes
342,1977,743,1,Rocky,Hunter Kill,M,0-2,no
343,1977,750,1,Rocky,Hunter Kill,M,5-9,yes
344,1977,750,1,Rocky,Hunter Kill,F,10-14,yes
345,1977,741,3,Finlay-Ospika,Hunter Kill,M,5-9,no
346,1977,754,52,Hyland,Hunter Kill,M,NA,yes
347,1977,620,56,Spatsizi,Hunter Kill,M,15+,yes
348,1977,728,5,Omineca,Hunter Kill,U,NA,yes
349,1977,737,3,Finlay-Ospika,Hunter Kill,M,3-4,no
350,1977,708,68,Nulki,Hunter Kill,M,3-4,yes
351,1977,716,64,Nation,Hunter Kill,F,5-9,yes
352,1977,723,7,Parsnip,Hunter Kill,M,15+,yes
353,1977,724,64,Nation,Hunter Kill,M,NA,yes
354,1978,707,10,Robson,Hunter Kill,M,5-9,yes
355,1978,604,70,Francois,Hunter Kill,M,5-9,yes
356,1978,717,7,Parsnip,Hunter Kill,M,3-4,yes
357,1978,718,7,Parsnip,Hunter Kill,F,10-14,yes
358,1978,718,7,Parsnip,Hunter Kill,M,3-4,yes
359,1978,617,59,Upper Skeena-Nass,Hunter Kill,F,5-9,yes
360,1978,717,7,Parsnip,Hunter Kill,M,0-2,yes
361,1978,717,7,Parsnip,Hunter Kill,M,NA,yes
362,1978,717,7,Parsnip,Hunter Kill,F,15+,yes
363,1978,723,7,Parsnip,Hunter Kill,M,3-4,yes
364,1978,718,7,Parsnip,Hunter Kill,M,3-4,yes
365,1977,625,73,Cassiar,Hunter Kill,M,15+,yes
366,1978,626,54,Taku,Hunter Kill,M,5-9,yes
367,1978,626,54,Taku,Hunter Kill,M,15+,yes
368,1977,618,59,Upper Skeena-Nass,Hunter Kill,U,15+,yes
369,1977,608,61,Babine,Hunter Kill,M,3-4,yes
370,1977,609,65,Bulkley-Lakes,Hunter Kill,M,5-9,yes
371,1977,630,63,Cranberry,Hunter Kill,F,0-2,no
372,1977,616,62,Stewart,Hunter Kill,F,3-4,yes
373,1977,609,65,Bulkley-Lakes,Hunter Kill,F,5-9,yes
374,1977,615,66,Khutzeymateen,Hunter Kill,M,15+,yes
375,1977,616,62,Stewart,Hunter Kill,F,NA,no
376,1978,622,54,Taku,Hunter Kill,M,5-9,yes
377,1978,615,63,Cranberry,Hunter Kill,M,10-14,yes
378,1978,607,61,Babine,Hunter Kill,M,5-9,yes
379,1978,609,65,Bulkley-Lakes,Hunter Kill,U,15+,yes
380,1978,617,59,Upper Skeena-Nass,Hunter Kill,F,10-14,yes
381,1979,617,59,Upper Skeena-Nass,Hunter Kill,F,0-2,yes
382,1979,617,59,Upper Skeena-Nass,Hunter Kill,M,5-9,yes
383,1978,739,3,Finlay-Ospika,Hunter Kill,M,15+,yes
384,1978,739,3,Finlay-Ospika,Hunter Kill,M,15+,yes
385,1978,621,83,Edziza-Lower Stikine,Hunter Kill,M,3-4,yes
386,1978,752,55,Muskwa,Hunter Kill,F,5-9,yes
387,1978,752,55,Muskwa,Hunter Kill,M,10-14,yes
388,1978,824,38,Central Monashee,Hunter Kill,M,NA,yes
389,1979,422,29,South Rockies,Hunter Kill,M,NA,yes
390,1979,757,1,Rocky,Hunter Kill,M,NA,yes
391,1979,725,64,Nation,Illegal,F,3-4,yes
392,1979,601,11,Blackwater-West Chilcotin,Hunter Kill,F,NA,yes
393,1980,115,32,Knight-Bute,Hunter Kill,M,3-4,yes
394,1982,417,74,Central Selkirk,Hunter Kill,M,NA,yes
395,1983,427,26,North Purcells,Hunter Kill,M,5-9,yes
396,1983,438,18,North Selkirk,Hunter Kill,M,0-2,yes
397,1978,717,7,Parsnip,Hunter Kill,M,15+,yes
398,1978,515,12,Quesnel Lake North,Hunter Kill,M,3-4,yes
399,1978,505,21,Klinaklini-Homathko,Hunter Kill,M,0-2,yes
400,1978,512,11,Blackwater-West Chilcotin,Hunter Kill,F,3-4,yes
401,1978,506,21,Klinaklini-Homathko,Hunter Kill,M,NA,yes
402,1979,512,11,Blackwater-West Chilcotin,Animal Control,M,5-9,yes
403,1978,601,11,Blackwater-West Chilcotin,Hunter Kill,M,3-4,yes
404,1979,506,21,Klinaklini-Homathko,Hunter Kill,M,15+,yes
405,1979,506,21,Klinaklini-Homathko,Hunter Kill,M,5-9,yes
406,1978,737,3,Finlay-Ospika,Hunter Kill,M,3-4,yes
407,1978,741,3,Finlay-Ospika,Hunter Kill,M,10-14,yes
408,1978,621,83,Edziza-Lower Stikine,Hunter Kill,U,3-4,yes
409,1978,728,5,Omineca,Hunter Kill,M,15+,yes
410,1978,737,3,Finlay-Ospika,Hunter Kill,M,0-2,yes
411,1978,742,1,Rocky,Hunter Kill,M,3-4,yes
412,1978,718,7,Parsnip,Hunter Kill,U,5-9,yes
413,1978,757,1,Rocky,Hunter Kill,M,10-14,yes
414,1978,737,3,Finlay-Ospika,Hunter Kill,M,NA,yes
415,1978,742,1,Rocky,Hunter Kill,M,3-4,yes
416,1978,742,1,Rocky,Animal Control,M,3-4,yes
417,1978,745,2,Alta,Hunter Kill,M,3-4,yes
418,1978,751,55,Muskwa,Hunter Kill,M,15+,no
419,1978,751,55,Muskwa,Hunter Kill,M,10-14,no
420,1978,750,1,Rocky,Hunter Kill,F,15+,no
421,1977,752,55,Muskwa,Hunter Kill,M,NA,no
422,1979,720,6,Hart,Hunter Kill,M,3-4,yes
423,1979,618,59,Upper Skeena-Nass,Hunter Kill,M,10-14,yes
424,1979,630,63,Cranberry,Hunter Kill,M,15+,yes
425,1979,630,63,Cranberry,Hunter Kill,F,10-14,yes
426,1979,736,1,Rocky,Hunter Kill,F,5-9,no
427,1979,757,1,Rocky,Hunter Kill,F,10-14,yes
428,1979,757,1,Rocky,Hunter Kill,M,5-9,yes
429,1979,742,1,Rocky,Hunter Kill,F,3-4,yes
430,1979,742,1,Rocky,Hunter Kill,F,3-4,yes
431,1979,744,1,Rocky,Hunter Kill,M,NA,yes
