ID,HUNT_YEAR,MU,GBPU_ID,GBPU_NAME,KILL_CODE,SEX,AGE_CLASS,SPATIAL
10666,2006,614,66,Khutzeymateen,Hunter Kill,M,3-4,yes
10667,2006,619,56,Spatsizi,Hunter Kill,M,3-4,yes
10668,2006,609,65,Bulkley-Lakes,Hunter Kill,F,5-9,yes
10669,2006,630,63,Cranberry,Hunter Kill,F,5-9,yes
10670,2006,621,83,Edziza-Lower Stikine,Hunter Kill,M,3-4,yes
10671,2007,617,59,Upper Skeena-Nass,Hunter Kill,M,15+,yes
10672,2007,621,83,Edziza-Lower Stikine,Hunter Kill,F,5-9,yes
10673,2007,621,83,Edziza-Lower Stikine,Hunter Kill,M,15+,yes
10674,2007,617,59,Upper Skeena-Nass,Hunter Kill,M,5-9,yes
10675,2007,622,54,Taku,Hunter Kill,F,5-9,yes
10676,2007,617,59,Upper Skeena-Nass,Illegal,M,10-14,yes
10677,2007,617,59,Upper Skeena-Nass,Illegal,M,5-9,yes
10678,2007,616,62,Stewart,Hunter Kill,M,15+,yes
10679,2007,620,56,Spatsizi,Hunter Kill,F,3-4,yes
10680,2007,727,5,Omineca,Hunter Kill,M,0-2,yes
10681,2007,630,63,Cranberry,Illegal,M,0-2,yes
10682,2007,608,61,Babine,Hunter Kill,F,5-9,yes
10683,2007,620,56,Spatsizi,Hunter Kill,M,10-14,yes
10684,2007,617,59,Upper Skeena-Nass,Hunter Kill,M,15+,yes
10685,2007,620,56,Spatsizi,Hunter Kill,M,3-4,yes
10686,2007,609,65,Bulkley-Lakes,Hunter Kill,F,5-9,yes
10687,2007,608,61,Babine,Hunter Kill,M,3-4,yes
10688,2007,739,3,Finlay-Ospika,Hunter Kill,F,15+,yes
10689,2007,739,3,Finlay-Ospika,Hunter Kill,M,10-14,yes
10690,2007,620,56,Spatsizi,Hunter Kill,F,5-9,yes
10691,2006,753,52,Hyland,Hunter Kill,M,3-4,yes
10692,2007,735,1,Rocky,Hunter Kill,M,5-9,yes
10693,2007,749,1,Rocky,Hunter Kill,F,5-9,yes
10694,2007,739,3,Finlay-Ospika,Hunter Kill,M,5-9,yes
10695,2007,748,2,Alta,Hunter Kill,M,0-2,yes
10696,2007,749,1,Rocky,Hunter Kill,F,5-9,yes
10697,2007,735,1,Rocky,Hunter Kill,F,5-9,yes
10698,2007,752,55,Muskwa,Hunter Kill,F,0-2,yes
10699,2007,749,1,Rocky,Hunter Kill,M,5-9,yes
10700,2007,735,1,Rocky,Hunter Kill,M,10-14,yes
10701,2007,619,56,Spatsizi,Hunter Kill,M,10-14,yes
10702,2007,619,56,Spatsizi,Hunter Kill,M,15+,yes
10703,2007,751,55,Muskwa,Hunter Kill,F,5-9,yes
10704,2007,626,54,Taku,Hunter Kill,M,15+,yes
10705,2007,626,54,Taku,Hunter Kill,M,3-4,yes
10706,2007,626,54,Taku,Hunter Kill,M,10-14,yes
10707,2007,626,54,Taku,Hunter Kill,F,3-4,yes
10708,2007,626,54,Taku,Hunter Kill,F,3-4,yes
10709,2007,626,54,Taku,Hunter Kill,F,3-4,yes
10710,2007,626,54,Taku,Hunter Kill,F,5-9,yes
10711,2007,736,1,Rocky,Hunter Kill,F,0-2,yes
10712,2007,754,52,Hyland,Hunter Kill,M,NA,yes
10713,2007,750,1,Rocky,Animal Control,F,3-4,yes
10714,2007,750,1,Rocky,Animal Control,U,NA,yes
10715,2007,750,1,Rocky,Animal Control,M,Juvnl,yes
10716,2008,750,1,Rocky,Animal Control,U,NA,yes
10717,2008,750,1,Rocky,Animal Control,M,NA,yes
10718,2008,754,52,Hyland,Animal Control,M,NA,yes
10719,2010,752,55,Muskwa,Animal Control,F,0-2,yes
10720,2010,752,55,Muskwa,Animal Control,F,NA,yes
10721,2010,752,55,Muskwa,Animal Control,F,NA,yes
10722,2010,750,1,Rocky,Animal Control,M,0-2,yes
10723,2010,750,1,Rocky,Animal Control,M,NA,yes
10724,2008,425,23,Rockies Park Ranges,Hunter Kill,M,15+,yes
10725,2008,424,29,South Rockies,Hunter Kill,M,5-9,yes
10726,2008,421,29,South Rockies,Hunter Kill,M,5-9,yes
10727,2008,436,17,Central Rockies,Hunter Kill,M,3-4,yes
10728,2008,418,74,Central Selkirk,Hunter Kill,M,5-9,yes
10729,2008,702,10,Robson,Hunter Kill,M,15+,yes
10730,2008,702,10,Robson,Hunter Kill,M,5-9,yes
10731,2008,427,26,North Purcells,Hunter Kill,M,5-9,yes
10732,2008,402,35,Flathead,Hunter Kill,F,3-4,yes
10733,2008,424,29,South Rockies,Hunter Kill,M,10-14,yes
10734,2008,421,29,South Rockies,Hunter Kill,F,3-4,yes
10735,2008,425,23,Rockies Park Ranges,Hunter Kill,F,15+,yes
10736,2008,420,31,Central Purcells,Hunter Kill,F,3-4,yes
10737,2008,423,29,South Rockies,Hunter Kill,M,10-14,yes
10738,2008,423,29,South Rockies,Hunter Kill,M,15+,yes
10739,2008,421,29,South Rockies,Hunter Kill,F,10-14,yes
10740,2008,439,14,Columbia-Shuswap,Hunter Kill,M,5-9,yes
10741,2008,423,29,South Rockies,Hunter Kill,M,3-4,yes
10742,2008,436,17,Central Rockies,Hunter Kill,F,5-9,yes
10743,2008,423,29,South Rockies,Hunter Kill,M,NA,yes
10744,2005,752,55,Muskwa,Hunter Kill,M,10-14,yes
10745,2005,749,1,Rocky,Hunter Kill,M,3-4,yes
10746,2005,751,55,Muskwa,Hunter Kill,F,3-4,yes
10747,2005,751,55,Muskwa,Hunter Kill,M,3-4,yes
10748,2005,750,1,Rocky,Hunter Kill,F,5-9,yes
10749,2005,754,52,Hyland,Hunter Kill,M,3-4,yes
10750,2005,717,7,Parsnip,Hunter Kill,U,5-9,yes
10751,2005,752,55,Muskwa,Hunter Kill,M,3-4,yes
10752,2005,750,1,Rocky,Hunter Kill,F,5-9,yes
10753,2005,741,3,Finlay-Ospika,Hunter Kill,F,5-9,yes
10754,2005,741,3,Finlay-Ospika,Hunter Kill,M,3-4,yes
10755,2005,737,3,Finlay-Ospika,Hunter Kill,M,0-2,yes
10756,2005,757,1,Rocky,Hunter Kill,F,0-2,yes
10757,2008,753,52,Hyland,Hunter Kill,M,10-14,yes
10758,2010,423,29,South Rockies,Hunter Kill,M,5-9,yes
10759,2010,423,35,Flathead,Hunter Kill,F,3-4,yes
10760,2010,114,27,Kingcome-Wakeman,Hunter Kill,M,5-9,yes
10761,2010,422,29,South Rockies,Hunter Kill,M,15+,yes
10762,2010,423,35,Flathead,Hunter Kill,F,0-2,yes
10763,2010,440,17,Central Rockies,Hunter Kill,M,NA,yes
10764,2010,401,35,Flathead,Hunter Kill,M,15+,yes
10765,2010,423,29,South Rockies,Hunter Kill,M,5-9,yes
10766,2010,423,29,South Rockies,Hunter Kill,M,10-14,yes
10767,2010,423,29,South Rockies,Hunter Kill,M,10-14,yes
10768,2010,422,29,South Rockies,Hunter Kill,M,5-9,yes
10769,2007,751,55,Muskwa,Hunter Kill,F,NA,yes
10770,2007,757,1,Rocky,Hunter Kill,M,NA,yes
10771,2007,752,55,Muskwa,Hunter Kill,M,NA,yes
10772,2007,719,6,Hart,Animal Control,M,NA,yes
10773,2007,719,6,Hart,Hunter Kill,U,NA,yes
10774,2007,742,1,Rocky,Hunter Kill,F,NA,yes
10775,2007,719,6,Hart,Hunter Kill,M,NA,yes
10776,2008,751,55,Muskwa,Hunter Kill,M,5-9,yes
10777,2008,739,3,Finlay-Ospika,Hunter Kill,M,3-4,yes
10778,2008,719,6,Hart,Hunter Kill,M,5-9,yes
10779,2008,721,6,Hart,Hunter Kill,M,10-14,yes
10780,2008,721,6,Hart,Hunter Kill,M,5-9,yes
10781,2008,752,55,Muskwa,Hunter Kill,F,3-4,yes
10782,2008,737,3,Finlay-Ospika,Hunter Kill,M,15+,yes
10783,2008,731,82,Moberly,Hunter Kill,M,10-14,yes
10784,2008,719,6,Hart,Hunter Kill,M,10-14,yes
10785,2008,731,82,Moberly,Hunter Kill,F,5-9,yes
10786,2008,738,5,Omineca,Hunter Kill,M,3-4,yes
10787,2008,723,7,Parsnip,Hunter Kill,F,10-14,yes
10788,2007,720,6,Hart,Hunter Kill,M,15+,yes
10789,2008,731,82,Moberly,Hunter Kill,F,15+,yes
10790,2008,743,1,Rocky,Hunter Kill,M,3-4,yes
10791,2008,721,6,Hart,Road Kill*,F,Juvnl,yes
10792,2008,629,84,Tatshenshini,Hunter Kill,M,5-9,yes
10793,2008,722,6,Hart,Hunter Kill,M,15+,yes
10794,2008,751,55,Muskwa,Hunter Kill,M,15+,yes
10795,2009,752,55,Muskwa,Hunter Kill,M,3-4,yes
10796,2009,719,6,Hart,Hunter Kill,M,3-4,yes
10797,2009,719,6,Hart,Hunter Kill,F,10-14,yes
10798,2009,722,6,Hart,Hunter Kill,M,5-9,yes
10799,2009,750,1,Rocky,Hunter Kill,M,15+,yes
10800,2007,743,1,Rocky,Hunter Kill,F,0-2,yes
10801,2007,621,83,Edziza-Lower Stikine,Hunter Kill,M,10-14,yes
10802,2007,752,55,Muskwa,Hunter Kill,M,0-2,yes
10803,2007,750,1,Rocky,Hunter Kill,M,10-14,yes
10804,2007,741,3,Finlay-Ospika,Hunter Kill,M,3-4,yes
10805,2007,737,3,Finlay-Ospika,Hunter Kill,M,15+,yes
10806,2007,745,2,Alta,Hunter Kill,M,0-2,yes
10807,2007,741,3,Finlay-Ospika,Hunter Kill,M,10-14,yes
10808,2007,758,1,Rocky,Animal Control,M,NA,yes
10809,2008,731,82,Moberly,Hunter Kill,M,3-4,yes
10810,2008,621,83,Edziza-Lower Stikine,Hunter Kill,M,15+,yes
10811,2008,736,1,Rocky,Hunter Kill,M,15+,yes
10812,2008,723,7,Parsnip,Hunter Kill,M,15+,yes
10813,2008,751,55,Muskwa,Hunter Kill,M,5-9,yes
10814,2008,749,1,Rocky,Hunter Kill,M,5-9,yes
10815,2008,743,1,Rocky,Hunter Kill,F,3-4,yes
10816,2008,741,3,Finlay-Ospika,Hunter Kill,M,3-4,yes
10817,2008,722,6,Hart,Hunter Kill,M,5-9,yes
10818,2008,617,59,Upper Skeena-Nass,Hunter Kill,F,5-9,yes
10819,2008,745,2,Alta,Hunter Kill,M,NA,yes
10820,2008,748,2,Alta,Hunter Kill,M,10-14,yes
10821,2008,751,55,Muskwa,Hunter Kill,F,10-14,yes
10822,2007,754,52,Hyland,Hunter Kill,M,5-9,yes
10823,2007,751,55,Muskwa,Hunter Kill,M,NA,yes
10824,2007,751,55,Muskwa,Hunter Kill,M,NA,yes
10825,2008,619,56,Spatsizi,Hunter Kill,M,NA,yes
10826,2011,754,52,Hyland,Hunter Kill,M,NA,yes
10827,2011,751,55,Muskwa,Hunter Kill,M,NA,yes
10828,2011,751,55,Muskwa,Hunter Kill,M,NA,yes
10829,2011,751,55,Muskwa,Hunter Kill,M,NA,yes
10830,2011,751,55,Muskwa,Hunter Kill,M,NA,yes
10831,2011,754,52,Hyland,Hunter Kill,M,NA,yes
10832,2011,751,55,Muskwa,Hunter Kill,M,NA,yes
10833,2011,751,55,Muskwa,Hunter Kill,M,NA,yes
10834,2011,751,55,Muskwa,Hunter Kill,M,NA,yes
10835,2011,751,55,Muskwa,Hunter Kill,M,NA,yes
10836,2007,751,55,Muskwa,Hunter Kill,M,NA,yes
10837,2007,751,55,Muskwa,Hunter Kill,M,NA,yes
10838,2007,751,55,Muskwa,Hunter Kill,M,NA,yes
10839,2007,751,55,Muskwa,Hunter Kill,M,NA,yes
10840,2009,739,3,Finlay-Ospika,Hunter Kill,F,3-4,yes
10841,2009,625,73,Cassiar,Hunter Kill,F,5-9,yes
10842,2009,720,6,Hart,Animal Control,F,3-4,yes
10843,2009,750,1,Rocky,Hunter Kill,M,10-14,yes
10844,2009,723,7,Parsnip,Hunter Kill,F,3-4,yes
10845,2009,719,6,Hart,Hunter Kill,M,5-9,yes
10846,2009,720,6,Hart,Hunter Kill,M,5-9,yes
10847,2009,738,5,Omineca,Hunter Kill,M,3-4,yes
10848,2009,719,6,Hart,Hunter Kill,M,10-14,yes
10849,2009,722,6,Hart,Hunter Kill,M,10-14,yes
10850,2009,749,1,Rocky,Hunter Kill,M,3-4,yes
10851,2009,751,55,Muskwa,Hunter Kill,M,5-9,yes
10852,2007,425,23,Rockies Park Ranges,Hunter Kill,F,15+,yes
10853,2007,436,17,Central Rockies,Hunter Kill,F,5-9,yes
10854,2007,424,29,South Rockies,Hunter Kill,M,5-9,yes
10855,2007,425,23,Rockies Park Ranges,Hunter Kill,M,3-4,yes
10856,2007,435,23,Rockies Park Ranges,Hunter Kill,M,5-9,yes
10857,2007,402,35,Flathead,Hunter Kill,M,5-9,yes
10858,2007,422,29,South Rockies,Hunter Kill,M,15+,yes
10859,2007,422,29,South Rockies,Hunter Kill,M,5-9,yes
10860,2007,425,23,Rockies Park Ranges,Hunter Kill,F,5-9,yes
10861,2007,751,55,Muskwa,Hunter Kill,F,5-9,yes
10862,2007,420,31,Central Purcells,Hunter Kill,F,5-9,yes
10863,2007,423,29,South Rockies,Hunter Kill,M,NA,yes
10864,2007,423,29,South Rockies,Hunter Kill,M,5-9,yes
10865,2007,421,29,South Rockies,Hunter Kill,F,3-4,yes
10866,2007,434,24,Spillamacheen,Hunter Kill,M,5-9,yes
10867,2007,425,23,Rockies Park Ranges,Hunter Kill,F,10-14,yes
10868,2007,429,26,North Purcells,Hunter Kill,M,5-9,yes
10869,2007,438,18,North Selkirk,Hunter Kill,F,10-14,yes
10870,2009,429,26,North Purcells,Hunter Kill,M,5-9,yes
10871,2009,423,35,Flathead,Hunter Kill,F,3-4,yes
10872,2009,401,35,Flathead,Hunter Kill,M,5-9,yes
10873,2009,402,35,Flathead,Hunter Kill,M,5-9,yes
10874,2009,401,35,Flathead,Hunter Kill,M,15+,yes
10875,2009,401,35,Flathead,Hunter Kill,M,5-9,yes
10876,2009,423,29,South Rockies,Hunter Kill,M,5-9,yes
10877,2008,430,74,Central Selkirk,Hunter Kill,M,15+,yes
10878,2008,428,26,North Purcells,Hunter Kill,M,10-14,yes
10879,2008,427,26,North Purcells,Hunter Kill,F,5-9,yes
10880,2008,427,26,North Purcells,Hunter Kill,M,5-9,yes
10881,2008,418,74,Central Selkirk,Hunter Kill,M,5-9,yes
10882,2008,430,74,Central Selkirk,Hunter Kill,F,3-4,yes
10883,2009,438,18,North Selkirk,Hunter Kill,M,5-9,yes
10884,2009,439,14,Columbia-Shuswap,Hunter Kill,F,NA,yes
10885,2009,433,26,North Purcells,Hunter Kill,M,3-4,yes
10886,2009,439,14,Columbia-Shuswap,Hunter Kill,M,NA,yes
10887,2007,422,29,South Rockies,Animal Control,M,10-14,yes
10888,2007,757,1,Rocky,Hunter Kill,M,15+,yes
10889,2007,623,73,Cassiar,Hunter Kill,M,10-14,yes
10890,2007,421,29,South Rockies,Animal Control,F,5-9,yes
10891,2007,752,55,Muskwa,Hunter Kill,F,NA,yes
10892,2009,115,32,Knight-Bute,Hunter Kill,M,5-9,yes
10893,2009,754,52,Hyland,Hunter Kill,M,3-4,yes
10894,2009,614,66,Khutzeymateen,Hunter Kill,M,5-9,yes
10895,2009,703,10,Robson,Hunter Kill,M,5-9,yes
10896,2009,728,5,Omineca,Hunter Kill,F,3-4,yes
10897,2009,738,5,Omineca,Hunter Kill,F,5-9,yes
10898,2009,508,20,Kwatna-Owikeno,Hunter Kill,F,5-9,yes
10899,2009,739,3,Finlay-Ospika,Hunter Kill,M,3-4,yes
10900,2009,721,6,Hart,Hunter Kill,M,0-2,yes
10901,2009,626,54,Taku,Hunter Kill,F,5-9,yes
10902,2009,618,59,Upper Skeena-Nass,Hunter Kill,F,3-4,yes
10903,2009,749,1,Rocky,Hunter Kill,F,3-4,yes
10904,2009,622,54,Taku,Hunter Kill,M,10-14,yes
10905,2009,716,64,Nation,Hunter Kill,F,0-2,yes
10906,2008,509,15,Kitlope-Fiordland,Hunter Kill,M,NA,yes
10907,2008,717,7,Parsnip,Hunter Kill,F,0-2,yes
10908,2009,415,41,Valhalla,Hunter Kill,M,NA,yes
10909,2007,427,26,North Purcells,Hunter Kill,F,3-4,yes
10910,2008,439,14,Columbia-Shuswap,Hunter Kill,M,5-9,yes
10911,2008,438,18,North Selkirk,Hunter Kill,M,NA,yes
10912,2008,433,26,North Purcells,Hunter Kill,F,NA,yes
10913,2008,438,18,North Selkirk,Hunter Kill,M,NA,yes
10914,2008,438,18,North Selkirk,Hunter Kill,M,NA,yes
10915,2008,429,26,North Purcells,Hunter Kill,M,NA,yes
10916,2008,730,82,Moberly,Hunter Kill,M,NA,yes
10917,2008,753,52,Hyland,Hunter Kill,F,NA,yes
10918,2008,427,26,North Purcells,Hunter Kill,F,5-9,yes
10919,2008,438,18,North Selkirk,Hunter Kill,F,5-9,yes
10920,2008,427,26,North Purcells,Hunter Kill,M,5-9,yes
10921,2008,721,6,Hart,Hunter Kill,M,3-4,yes
10922,2008,616,62,Stewart,Hunter Kill,M,0-2,yes
10923,2008,729,5,Omineca,Hunter Kill,F,3-4,yes
10924,2008,737,3,Finlay-Ospika,Hunter Kill,M,0-2,yes
10925,2007,624,73,Cassiar,Hunter Kill,M,3-4,yes
10926,2007,702,10,Robson,Hunter Kill,M,10-14,yes
10927,2007,717,7,Parsnip,Hunter Kill,F,10-14,yes
10928,2008,624,73,Cassiar,Hunter Kill,M,5-9,yes
10929,2008,741,3,Finlay-Ospika,Hunter Kill,M,NA,yes
10930,2008,752,55,Muskwa,Hunter Kill,M,10-14,yes
10931,2008,630,63,Cranberry,Hunter Kill,M,15+,yes
10932,2008,608,61,Babine,Hunter Kill,M,3-4,yes
10933,2008,618,59,Upper Skeena-Nass,Hunter Kill,F,5-9,yes
10934,2008,620,56,Spatsizi,Hunter Kill,M,3-4,yes
10935,2008,620,56,Spatsizi,Hunter Kill,F,5-9,yes
10936,2008,726,64,Nation,Hunter Kill,M,15+,yes
10937,2008,739,3,Finlay-Ospika,Hunter Kill,M,15+,yes
10938,2008,618,59,Upper Skeena-Nass,Hunter Kill,M,15+,yes
10939,2008,624,73,Cassiar,Hunter Kill,F,5-9,yes
10940,2008,615,63,Cranberry,Hunter Kill,F,3-4,yes
10941,2008,620,56,Spatsizi,Hunter Kill,M,5-9,yes
10942,2008,602,69,Tweedsmuir,Hunter Kill,F,3-4,yes
10943,2008,629,84,Tatshenshini,Hunter Kill,F,10-14,yes
10944,2008,727,5,Omineca,Hunter Kill,F,0-2,yes
10945,2008,604,65,Bulkley-Lakes,Hunter Kill,M,10-14,yes
10946,2008,620,56,Spatsizi,Hunter Kill,M,5-9,yes
10947,2008,619,56,Spatsizi,Hunter Kill,F,NA,yes
10948,2007,703,10,Robson,Hunter Kill,M,10-14,yes
10949,2007,608,61,Babine,Hunter Kill,F,3-4,yes
10950,2007,630,63,Cranberry,Illegal,M,15+,yes
10951,2007,604,70,Francois,Hunter Kill,M,5-9,yes
10952,2007,611,67,North Coast,Hunter Kill,F,5-9,yes
10953,2007,616,62,Stewart,Hunter Kill,M,10-14,yes
10954,2008,609,65,Bulkley-Lakes,Hunter Kill,M,5-9,yes
10955,2008,617,59,Upper Skeena-Nass,Hunter Kill,M,5-9,yes
10956,2008,608,61,Babine,Animal Control,F,Juvnl,yes
10957,2008,608,61,Babine,Animal Control,F,Juvnl,yes
10958,2008,608,61,Babine,Animal Control,F,5-9,yes
10959,2008,620,56,Spatsizi,Illegal,M,NA,yes
10960,2009,623,73,Cassiar,Animal Control,F,Adult,yes
10961,2009,623,73,Cassiar,Animal Control,U,0-2,yes
10962,2010,621,83,Edziza-Lower Stikine,Illegal,F,15+,yes
10963,2007,900,NA,NA,Illegal,U,NA,yes
10964,2007,630,63,Cranberry,Illegal,U,NA,yes
10965,2008,609,65,Bulkley-Lakes,Rail Kill*,U,NA,yes
10966,2008,609,65,Bulkley-Lakes,Animal Control,M,NA,yes
10967,2008,614,62,Stewart,Animal Control,M,Juvnl,yes
10968,2008,614,62,Stewart,Animal Control,F,Juvnl,yes
10969,2008,630,63,Cranberry,Animal Control,M,NA,yes
10970,2008,609,65,Bulkley-Lakes,Hunter Kill,M,5-9,yes
10971,2008,727,5,Omineca,Hunter Kill,M,NA,yes
10972,2008,606,70,Francois,Hunter Kill,M,3-4,yes
10973,2008,727,5,Omineca,Hunter Kill,M,3-4,yes
10974,2008,630,63,Cranberry,Hunter Kill,M,NA,yes
10975,2008,622,54,Taku,Hunter Kill,F,10-14,yes
10976,2008,616,62,Stewart,Hunter Kill,M,NA,yes
10977,2008,609,65,Bulkley-Lakes,Hunter Kill,M,10-14,yes
10978,2008,607,61,Babine,Hunter Kill,F,10-14,yes
10979,2008,617,59,Upper Skeena-Nass,Hunter Kill,F,10-14,yes
10980,2008,630,63,Cranberry,Hunter Kill,M,3-4,yes
10981,2008,617,59,Upper Skeena-Nass,Hunter Kill,M,10-14,yes
10982,2008,621,83,Edziza-Lower Stikine,Hunter Kill,F,3-4,yes
10983,2008,620,56,Spatsizi,Hunter Kill,M,15+,yes
10984,2008,620,56,Spatsizi,Hunter Kill,M,3-4,yes
10985,2008,614,66,Khutzeymateen,Hunter Kill,M,10-14,yes
10986,2008,614,62,Stewart,Hunter Kill,M,3-4,yes
10987,2008,615,66,Khutzeymateen,Hunter Kill,F,5-9,yes
10988,2008,739,3,Finlay-Ospika,Hunter Kill,F,10-14,yes
10989,2008,620,56,Spatsizi,Hunter Kill,F,3-4,yes
10990,2008,607,61,Babine,Hunter Kill,M,0-2,yes
10991,2008,620,56,Spatsizi,Hunter Kill,M,15+,yes
10992,2010,730,82,Moberly,Animal Control,F,Juvnl,yes
10993,2010,730,82,Moberly,Animal Control,F,Juvnl,yes
10994,2010,730,82,Moberly,Animal Control,M,Juvnl,yes
10995,2010,730,82,Moberly,Animal Control,F,Juvnl,yes
10996,2010,730,82,Moberly,Animal Control,M,Juvnl,yes
10997,2010,621,83,Edziza-Lower Stikine,Illegal,U,3-4,yes
10998,2010,621,83,Edziza-Lower Stikine,Illegal,U,3-4,yes
10999,2011,622,54,Taku,Illegal,U,Juvnl,yes
11000,2011,622,54,Taku,Illegal,U,Juvnl,yes
11001,2007,607,61,Babine,Illegal,M,NA,yes
11002,2007,741,3,Finlay-Ospika,Hunter Kill,M,15+,yes
11003,2007,741,3,Finlay-Ospika,Hunter Kill,M,10-14,yes
11004,2007,617,59,Upper Skeena-Nass,Hunter Kill,M,5-9,yes
11005,2007,618,59,Upper Skeena-Nass,Hunter Kill,M,15+,yes
11006,2007,617,59,Upper Skeena-Nass,Hunter Kill,F,10-14,yes
11007,2007,727,5,Omineca,Hunter Kill,M,NA,yes
11008,2008,731,82,Moberly,Hunter Kill,M,NA,yes
11009,2008,721,6,Hart,Hunter Kill,M,5-9,yes
11010,2008,751,55,Muskwa,Hunter Kill,M,5-9,yes
11011,2008,750,1,Rocky,Hunter Kill,M,10-14,yes
11012,2008,748,2,Alta,Hunter Kill,M,3-4,yes
11013,2008,751,55,Muskwa,Hunter Kill,M,3-4,yes
11014,2008,750,1,Rocky,Hunter Kill,M,15+,yes
11015,2008,741,3,Finlay-Ospika,Hunter Kill,M,3-4,yes
11016,2008,751,55,Muskwa,Hunter Kill,M,10-14,yes
11017,2008,742,1,Rocky,Hunter Kill,M,0-2,yes
11018,2009,753,52,Hyland,Hunter Kill,M,10-14,yes
11019,2008,751,55,Muskwa,Hunter Kill,M,NA,yes
11020,2008,753,52,Hyland,Hunter Kill,F,5-9,yes
11021,2008,753,52,Hyland,Hunter Kill,M,3-4,yes
11022,2008,737,3,Finlay-Ospika,Hunter Kill,M,10-14,yes
11023,2008,737,3,Finlay-Ospika,Hunter Kill,M,5-9,yes
11024,2008,621,83,Edziza-Lower Stikine,Hunter Kill,F,3-4,yes
11025,2008,621,83,Edziza-Lower Stikine,Hunter Kill,M,3-4,yes
11026,2008,751,55,Muskwa,Hunter Kill,M,5-9,yes
11027,2008,753,52,Hyland,Hunter Kill,M,15+,yes
11028,2006,731,82,Moberly,Hunter Kill,M,NA,yes
11029,2007,731,82,Moberly,Hunter Kill,U,NA,yes
11030,2009,745,2,Alta,Hunter Kill,F,3-4,yes
11031,2009,735,1,Rocky,Hunter Kill,M,3-4,yes
11032,2009,731,82,Moberly,Hunter Kill,F,10-14,yes
11033,2009,620,56,Spatsizi,Hunter Kill,M,5-9,yes
11034,2009,625,73,Cassiar,Hunter Kill,F,5-9,yes
11035,2009,745,2,Alta,Hunter Kill,M,10-14,yes
11036,2010,737,3,Finlay-Ospika,Hunter Kill,M,NA,yes
11037,2010,621,83,Edziza-Lower Stikine,Hunter Kill,M,NA,yes
11038,2008,750,1,Rocky,Animal Control,F,5-9,yes
11039,2008,733,47,N/A - extirpated,Road Kill*,F,15+,yes
11040,2008,758,1,Rocky,Animal Control,U,3-4,yes
11041,2008,745,2,Alta,Animal Control,M,15+,yes
11042,2008,750,1,Rocky,Animal Control,M,NA,yes
11043,2008,742,1,Rocky,Animal Control,M,NA,yes
11044,2008,742,1,Rocky,Animal Control,M,Adult,yes
11045,2008,749,1,Rocky,Animal Control,M,NA,yes
11046,2008,753,52,Hyland,Animal Control,M,NA,yes
11047,2009,753,52,Hyland,Animal Control,F,NA,yes
11048,2009,733,47,N/A - extirpated,Animal Control,M,3-4,yes
11049,2009,722,6,Hart,Illegal,M,NA,yes
11050,2010,626,54,Taku,Illegal,M,3-4,yes
11051,2011,735,1,Rocky,Animal Control,F,NA,yes
11052,2007,716,64,Nation,Hunter Kill,F,3-4,yes
11053,2007,716,64,Nation,Hunter Kill,M,3-4,yes
11054,2007,723,7,Parsnip,Hunter Kill,F,15+,yes
11055,2007,707,10,Robson,Hunter Kill,F,5-9,yes
11056,2007,723,7,Parsnip,Hunter Kill,F,15+,yes
11057,2007,743,1,Rocky,Hunter Kill,M,15+,yes
11058,2007,737,3,Finlay-Ospika,Hunter Kill,F,5-9,yes
11059,2007,508,69,Tweedsmuir,Hunter Kill,M,3-4,yes
11060,2007,621,83,Edziza-Lower Stikine,Hunter Kill,F,15+,yes
11061,2007,728,5,Omineca,Hunter Kill,M,3-4,yes
11062,2005,705,10,Robson,Hunter Kill,F,NA,yes
11063,2005,705,10,Robson,Hunter Kill,M,NA,yes
11064,2008,729,5,Omineca,Hunter Kill,M,5-9,yes
11065,2008,616,62,Stewart,Hunter Kill,M,10-14,yes
11066,2008,717,7,Parsnip,Hunter Kill,M,5-9,yes
11067,2008,723,7,Parsnip,Hunter Kill,M,0-2,yes
11068,2008,620,56,Spatsizi,Hunter Kill,M,10-14,yes
11069,2008,737,3,Finlay-Ospika,Hunter Kill,M,10-14,yes
11070,2008,723,7,Parsnip,Hunter Kill,M,15+,yes
11071,2008,621,83,Edziza-Lower Stikine,Hunter Kill,M,5-9,yes
11072,2008,705,10,Robson,Hunter Kill,M,5-9,yes
11073,2008,616,62,Stewart,Hunter Kill,M,NA,yes
11074,2008,718,7,Parsnip,Hunter Kill,F,5-9,yes
11075,2008,723,7,Parsnip,Hunter Kill,M,10-14,yes
11076,2008,515,12,Quesnel Lake North,Hunter Kill,M,3-4,yes
11077,2008,725,64,Nation,Hunter Kill,M,5-9,yes
11078,2008,718,7,Parsnip,Hunter Kill,M,15+,yes
11079,2008,738,5,Omineca,Hunter Kill,M,3-4,yes
11080,2008,705,10,Robson,Hunter Kill,M,10-14,yes
11081,2008,731,82,Moberly,Hunter Kill,M,15+,yes
11082,2008,717,7,Parsnip,Hunter Kill,M,3-4,yes
11083,2008,515,12,Quesnel Lake North,Hunter Kill,F,5-9,yes
11084,2008,728,5,Omineca,Hunter Kill,F,NA,yes
11085,2008,738,5,Omineca,Hunter Kill,F,5-9,yes
11086,2008,749,1,Rocky,Hunter Kill,F,5-9,yes
11087,2008,615,63,Cranberry,Hunter Kill,F,5-9,yes
